timestamp,DO patch r_msorm,reference patch r_msorm,reflectance standard r_msorm,DO patch g_msorm,reference patch g_msorm,reflectance standard g_msorm,DO patch b_msorm,reference patch b_msorm,reflectance standard b_msorm,image,experiment,YSI DO (%),YSI DO (mg/L),YSI barometer (mmHg),YSI temperature (C),setpoint O2 (fraction),setpoint temperature (C),water bath external temperature (C),water bath internal temperature (C),PicoLog temperature (C),PicoLog pressure (mmHg),YSI DO (approx mmHg),setpoint O2 (approx mmHg),test,training,training_resampled
2019-07-26 19:53:37,0.111341,0.366832,0.09953,0.291494,0.412338,0.430372,0.740148,0.831475,0.934315,2019-07-26--19-53-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.32,6.79,762.52,34.8,0.2131,35.0,23.05,35.0,34.706633,763.664285,155.540907,162.736859,False,True,False
2019-07-26 19:53:46,0.132178,0.436951,0.11798,0.343877,0.488244,0.511353,0.852007,0.92976,0.936568,2019-07-26--19-53-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.4,6.79,762.54,34.8,0.2131,35.0,23.05,35.0,34.708592,763.615124,155.672846,162.726383,False,True,False
2019-07-26 19:53:55,0.111248,0.366614,0.099513,0.291336,0.412173,0.43014,0.739763,0.830897,0.934328,2019-07-26--19-53-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.79,762.6,34.8,0.2131,35.0,23.07,35.0,34.70916,763.504912,155.525254,162.702897,False,True,False
2019-07-26 19:54:04,0.12902,0.426385,0.115368,0.336225,0.476667,0.50062,0.837202,0.921847,0.936562,2019-07-26--19-53-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.38,6.79,762.6,34.8,0.2131,35.0,23.08,35.0,34.710271,763.510001,155.653127,162.703981,False,True,False
2019-07-26 19:54:13,0.111174,0.366447,0.099445,0.291217,0.412033,0.430003,0.739553,0.830821,0.934274,2019-07-26--19-54-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.4,6.79,762.6,34.8,0.2131,35.0,23.07,35.0,34.714121,763.516302,155.685095,162.705324,False,True,False
2019-07-26 19:54:22,0.130581,0.432747,0.116553,0.340083,0.483644,0.50551,0.845045,0.927084,0.936565,2019-07-26--19-54-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.78,762.6,34.8,0.2131,35.0,23.09,35.0,34.718472,763.379504,155.525254,162.676172,False,True,False
2019-07-26 19:54:31,0.111168,0.366519,0.099387,0.291164,0.411887,0.429838,0.739425,0.83058,0.934257,2019-07-26--19-54-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.36,6.79,762.54,34.8,0.2131,35.0,23.084,35.0,34.721904,763.449662,155.60891,162.691123,False,True,False
2019-07-26 19:54:40,0.128304,0.425082,0.114435,0.334299,0.47537,0.496892,0.833489,0.920693,0.936555,2019-07-26--19-54-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.79,762.5,34.8,0.2131,35.0,23.084,35.0,34.7224,763.463822,155.50486,162.69414,False,True,False
2019-07-26 19:54:49,0.111072,0.366148,0.099333,0.290976,0.411715,0.429552,0.739043,0.830213,0.93427,2019-07-26--19-54-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.782,762.52,34.8,0.2131,35.0,23.088,35.0,34.72196,763.294791,155.508939,162.65812,False,True,True
2019-07-26 19:54:58,0.132717,0.439225,0.118479,0.345563,0.490677,0.513757,0.855362,0.93098,0.936569,2019-07-26--19-54-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.78,762.6,34.8,0.2131,35.0,23.08,35.0,34.721121,763.310044,155.525254,162.66137,False,True,False
2019-07-26 19:55:07,0.111155,0.366367,0.099384,0.291095,0.41191,0.429782,0.739294,0.83056,0.934261,2019-07-26--19-55-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.782,762.6,34.8,0.2131,35.0,23.08,35.0,34.721928,763.362008,155.525254,162.672444,False,True,True
2019-07-26 19:55:16,0.13106,0.43347,0.117043,0.341339,0.48453,0.507434,0.84728,0.927657,0.936567,2019-07-26--19-55-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.78,762.6,34.8,0.2131,35.0,23.074,34.994,34.724887,763.19982,155.525254,162.637882,False,True,True
2019-07-26 19:55:25,0.111071,0.366148,0.099315,0.290966,0.411663,0.429428,0.738952,0.830177,0.934275,2019-07-26--19-55-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.786,762.6,34.8,0.2131,35.0,23.07,35.0,34.729296,763.167135,155.525254,162.630916,False,True,True
2019-07-26 19:55:34,0.132661,0.439174,0.118508,0.345537,0.490725,0.513589,0.855295,0.931086,0.936569,2019-07-26--19-55-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.786,762.6,34.82,0.2131,35.0,23.072,35.0,34.72932,763.268354,155.525254,162.652486,False,True,False
2019-07-26 19:55:43,0.110933,0.366027,0.099283,0.290793,0.411616,0.429267,0.73869,0.829996,0.934231,2019-07-26--19-55-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.78,762.6,34.9,0.2131,35.0,23.07,35.0,34.72916,763.378225,155.525254,162.6759,False,True,False
2019-07-26 19:55:52,0.131113,0.43391,0.117085,0.341614,0.484961,0.507752,0.847724,0.927923,0.936568,2019-07-26--19-55-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.07,35.0,34.73016,763.19767,155.525254,162.637424,False,True,False
2019-07-26 19:56:01,0.110743,0.365395,0.099108,0.29036,0.41082,0.428545,0.737404,0.82861,0.934083,2019-07-26--19-55-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.26,6.77,762.6,34.9,0.2131,35.0,23.07,35.0,34.73016,763.097334,155.461318,162.616042,False,True,False
2019-07-26 19:56:10,0.132281,0.437821,0.118111,0.344574,0.489223,0.512024,0.853432,0.930331,0.936569,2019-07-26--19-56-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.24,6.77,762.6,34.9,0.2131,35.0,23.062,35.0,34.730407,763.070887,155.42935,162.610406,False,True,True
2019-07-26 19:56:19,0.110688,0.365113,0.099053,0.290314,0.410745,0.428251,0.737308,0.828477,0.934121,2019-07-26--19-56-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.06,35.0,34.732728,762.978358,155.525254,162.590688,False,True,False
2019-07-26 19:56:28,0.126683,0.418718,0.113203,0.3306,0.468657,0.491636,0.825732,0.91421,0.936546,2019-07-26--19-56-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.06,35.0,34.734361,762.98384,155.525254,162.591856,False,True,False
2019-07-26 19:56:37,0.110711,0.365031,0.099043,0.290301,0.41056,0.428156,0.737363,0.828254,0.934097,2019-07-26--19-56-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.052,35.0,34.734553,763.062386,155.525254,162.608594,False,True,False
2019-07-26 19:56:46,0.130543,0.431978,0.116588,0.340473,0.482994,0.505822,0.845474,0.926505,0.936566,2019-07-26--19-56-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.054,35.0,34.735425,763.131634,155.525254,162.623351,False,True,False
2019-07-26 19:56:55,0.110645,0.364881,0.098957,0.290186,0.410385,0.427933,0.736876,0.827895,0.934067,2019-07-26--19-56-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.054,35.0,34.736983,763.115349,155.525254,162.619881,False,True,False
2019-07-26 19:57:04,0.13069,0.432697,0.11683,0.340792,0.483842,0.506681,0.846291,0.927192,0.936566,2019-07-26--19-56-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.778,762.6,34.9,0.2131,35.0,23.044,35.0,34.738872,763.133365,155.525254,162.62372,False,True,True
2019-07-26 19:57:13,0.110583,0.364859,0.098915,0.29011,0.410301,0.427853,0.736766,0.827704,0.934079,2019-07-26--19-57-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,35.0,34.740881,763.111421,155.525254,162.619044,False,True,True
2019-07-26 19:57:22,0.130826,0.4329,0.116806,0.34114,0.484062,0.506623,0.84697,0.927305,0.936566,2019-07-26--19-57-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.052,35.002,34.744792,762.970453,155.525254,162.589004,False,True,False
2019-07-26 19:57:31,0.110389,0.364263,0.098738,0.289664,0.409804,0.427331,0.735833,0.826699,0.933998,2019-07-26--19-57-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.046,35.0,34.750072,762.942463,155.525254,162.583039,False,True,True
2019-07-26 19:57:40,0.129626,0.429707,0.115874,0.338202,0.480492,0.502826,0.841162,0.924728,0.936564,2019-07-26--19-57-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.24,6.77,762.6,34.9,0.2131,35.0,23.056,35.0,34.750952,762.934084,155.42935,162.581253,False,True,False
2019-07-26 19:57:49,0.110503,0.364507,0.09885,0.289824,0.410021,0.427588,0.736199,0.827278,0.934082,2019-07-26--19-57-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,35.0,34.751496,762.973083,155.525254,162.589564,False,True,False
2019-07-26 19:57:58,0.131917,0.436825,0.117962,0.343966,0.488255,0.511186,0.852326,0.929795,0.936568,2019-07-26--19-57-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,35.0,34.755081,762.890796,155.525254,162.572029,False,True,True
2019-07-26 19:58:07,0.110422,0.364352,0.098842,0.289718,0.409981,0.427405,0.73591,0.827066,0.933998,2019-07-26--19-58-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,34.992,34.753055,762.896128,155.525254,162.573165,False,True,True
2019-07-26 19:58:16,0.131504,0.435652,0.117399,0.34285,0.487095,0.509326,0.850227,0.92905,0.936568,2019-07-26--19-58-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.54,34.9,0.2131,35.0,23.05,35.0,34.753136,762.954671,155.513018,162.58564,False,True,False
2019-07-26 19:58:25,0.110397,0.364407,0.098813,0.289695,0.409977,0.4273,0.735998,0.826972,0.93403,2019-07-26--19-58-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,34.994,34.755032,763.058197,155.525254,162.607702,False,True,True
2019-07-26 19:58:34,0.131482,0.436135,0.117544,0.34301,0.487631,0.50944,0.850503,0.92952,0.936568,2019-07-26--19-58-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.052,35.0,34.754929,762.960379,155.525254,162.586857,False,True,False
2019-07-26 19:58:43,0.110335,0.364165,0.09875,0.289524,0.409674,0.4271,0.735709,0.826627,0.934026,2019-07-26--19-58-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.2,6.77,762.6,34.9,0.2131,35.0,23.06,35.0,34.755441,762.769844,155.365413,162.546254,False,True,False
2019-07-26 19:58:52,0.131319,0.435478,0.117246,0.342528,0.486803,0.508571,0.849656,0.929066,0.936568,2019-07-26--19-58-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.22,6.77,762.6,34.9,0.2131,35.0,23.048,35.0,34.760232,762.694553,155.397381,162.530209,False,True,True
2019-07-26 19:59:01,0.110874,0.366199,0.099249,0.290963,0.411742,0.429134,0.738888,0.830366,0.934268,2019-07-26--19-58-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.26,6.77,762.6,34.9,0.2131,35.0,23.056,35.0,34.764136,762.693202,155.461318,162.529921,False,True,False
2019-07-26 19:59:10,0.128801,0.426597,0.115016,0.336214,0.477271,0.499255,0.837242,0.922189,0.936558,2019-07-26--19-59-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.05,35.004,34.764096,762.896139,155.525254,162.573167,False,True,True
2019-07-26 19:59:19,0.110225,0.3641,0.098718,0.289401,0.409601,0.426907,0.735211,0.82649,0.933933,2019-07-26--19-59-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.062,35.0,34.764344,763.054209,155.525254,162.606852,False,True,True
2019-07-26 19:59:28,0.130349,0.432066,0.116453,0.340097,0.483132,0.505299,0.844991,0.926705,0.936566,2019-07-26--19-59-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.06,35.0,34.76804,763.061304,155.525254,162.608364,False,True,True
2019-07-26 19:59:37,0.110136,0.363964,0.098689,0.289241,0.409399,0.426664,0.735025,0.826269,0.934008,2019-07-26--19-59-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.08,35.008,34.769712,762.974015,155.525254,162.589763,False,True,True
2019-07-26 19:59:46,0.130082,0.430977,0.116272,0.339411,0.481959,0.504261,0.843539,0.925935,0.936566,2019-07-26--19-59-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.08,35.0,34.768673,762.942686,155.525254,162.583086,False,True,False
2019-07-26 19:59:55,0.110138,0.364112,0.098687,0.289306,0.409645,0.426887,0.735074,0.826518,0.933963,2019-07-26--19-59-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.094,35.0,34.767472,762.938362,155.525254,162.582165,False,True,False
2019-07-26 20:00:04,0.130035,0.431069,0.116233,0.339434,0.48213,0.504173,0.843588,0.925904,0.936566,2019-07-26--19-59-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.1,35.0,34.768441,762.837589,155.525254,162.56069,False,True,False
2019-07-26 20:00:13,0.110084,0.363784,0.098631,0.289058,0.409206,0.426489,0.734569,0.825732,0.933897,2019-07-26--20-00-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.1,35.0,34.7712,762.76967,155.525254,162.546217,False,True,True
2019-07-26 20:00:22,0.129572,0.429155,0.115822,0.338226,0.480062,0.50256,0.841188,0.924452,0.936563,2019-07-26--20-00-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.102,35.0,34.772655,762.796011,155.525254,162.55183,False,True,True
2019-07-26 20:00:31,0.11007,0.363645,0.098591,0.288962,0.409147,0.426308,0.734362,0.825646,0.933881,2019-07-26--20-00-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.24,6.77,762.6,34.9,0.2131,35.0,23.114,35.0,34.775249,762.732884,155.42935,162.538378,False,True,True
2019-07-26 20:00:40,0.126926,0.419932,0.113801,0.331638,0.469877,0.494109,0.828095,0.915567,0.936555,2019-07-26--20-00-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.2,6.77,762.6,34.9,0.2131,35.0,23.104,35.0,34.777408,762.56705,155.365413,162.503038,False,True,True
2019-07-26 20:00:49,0.112727,0.372672,0.100927,0.295697,0.418906,0.43634,0.750287,0.842819,0.935034,2019-07-26--20-00-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.118,35.0,34.777784,762.612126,155.525254,162.512644,False,True,True
2019-07-26 20:00:58,0.11103,0.367052,0.09947,0.291452,0.412752,0.430108,0.740421,0.832078,0.934455,2019-07-26--20-00-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.12,35.0,34.779399,762.754082,155.525254,162.542895,False,True,True
2019-07-26 20:01:07,0.110507,0.365337,0.099004,0.290087,0.410847,0.428085,0.737328,0.828913,0.93424,2019-07-26--20-01-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.28,6.77,762.6,34.9,0.2131,35.0,23.11,35.0,34.780831,762.760154,155.493286,162.544189,False,True,False
2019-07-26 20:01:16,0.110884,0.366838,0.099338,0.291122,0.412406,0.429632,0.739658,0.831671,0.934428,2019-07-26--20-01-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.3,6.77,762.6,34.9,0.2131,35.0,23.12,35.0,34.779535,762.905986,155.525254,162.575266,False,True,True
2019-07-26 20:01:25,0.109918,0.363511,0.098494,0.288657,0.408865,0.425884,0.734085,0.825519,0.933903,2019-07-26--20-01-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.26,6.77,762.6,34.9,0.2131,35.0,23.106,35.004,34.777256,762.958134,155.461318,162.586378,False,True,False
2019-07-26 20:01:34,0.130418,0.432847,0.116685,0.340509,0.483923,0.505973,0.845911,0.927359,0.936567,2019-07-26--20-01-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,97.2,6.77,762.6,34.9,0.2131,35.0,23.1,35.0,34.780039,762.747341,155.365413,162.541458,False,True,False
