sweep_number,temperature_set_point,experiment,image,Left Glass r_msorm,OO DO patch Wet r_msorm,Type 1 Chemistry Hand Applied Dry r_msorm,Left Glass g_msorm,OO DO patch Wet g_msorm,Type 1 Chemistry Hand Applied Dry g_msorm,Left Glass b_msorm,OO DO patch Wet b_msorm,Type 1 Chemistry Hand Applied Dry b_msorm,timestamp,YSI Barometer (mmHg),YSI Dissolved Oxygen (%),YSI Temperature (C),YSI Dissolved Oxygen (mmHg),training,training_resampled,test
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-01-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.0180478710006776,0.050143740221579886,0.2683115569705209,0.06633846245046553,0.07476156480026125,0.4349924217151461,0.17521016720342109,0.14932265640867293,0.8744325538892335,2019-05-08 01:01:20,763.9,69.52000000000001,14.8,111.310863488,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-06-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018043936087707636,0.04986719022467398,0.268321658603678,0.06650545279160171,0.07461593039804444,0.4349860931914781,0.17545190700620053,0.14930363868207158,0.8744154550350579,2019-05-08 01:06:20,763.9,70.41000000000003,14.79,112.73587310400005,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-11-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.01806907218124695,0.04955175567145069,0.26830181798752073,0.06645281189776057,0.07445080961288139,0.4349746890613047,0.17547788488238253,0.14927769209575334,0.8743199445236209,2019-05-08 01:11:20,763.9,71.21,14.71,114.01678062399999,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-16-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018121047621830585,0.049322879852945235,0.2682762730868031,0.06644591893930664,0.07433660387367014,0.4349248340222109,0.17531453277565145,0.1492219932710602,0.8743049201627829,2019-05-08 01:16:20,763.9,71.92,14.79,115.153586048,True,False,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-21-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018039134305094986,0.04908220386771304,0.2683125462465276,0.0664487699070768,0.0742144564049049,0.4348778329032405,0.17529625242631722,0.14927860967125672,0.8742453465813844,2019-05-08 01:21:20,763.9,72.72000000000001,14.71,116.43449356800001,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-26-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018102320534972155,0.04884257962289977,0.2682305538851952,0.06642213402935036,0.07407964371770387,0.4348112975545863,0.17552027005663334,0.14918182424724102,0.8743071933742868,2019-05-08 01:26:20,763.89,73.42,14.79,117.553744992,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-31-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.01806688594905375,0.048588470336190986,0.26827709082029744,0.06647256385698272,0.07397829014825373,0.43484664349024815,0.1754274224367745,0.14919224833876232,0.8742469810306805,2019-05-08 01:31:20,763.9,74.12,14.71,118.67608172799999,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-36-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.01808881171816716,0.04843482932777294,0.2681974893988371,0.0664267265918974,0.07386915779098346,0.4347683552593885,0.1754976661447967,0.149104726994506,0.8741206464818757,2019-05-08 01:36:20,763.88,74.82,14.7,119.79373180799999,True,False,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-41-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018066133494017308,0.048185064098238674,0.26813887395336405,0.06645859897597378,0.07374461231084974,0.4347878767027489,0.17547170504726795,0.1491437621500269,0.8740989795514621,2019-05-08 01:41:20,763.7,75.51,14.71,120.87000475200001,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-46-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.01807853778095213,0.04801301736954661,0.2681735613935706,0.0664311139202522,0.07363208349554931,0.4347435562722838,0.1756654496529826,0.14906188312336144,0.874178166524415,2019-05-08 01:46:20,763.61,76.21,14.79,121.976131024,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-51-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018108651588370318,0.047791508084103054,0.2682214291890757,0.06645464949315392,0.07353543772265254,0.4347044698739228,0.17540483733658324,0.14913463060954574,0.8741075934040602,2019-05-08 01:51:20,763.7,76.81,14.7,122.950934512,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--01-56-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.01804501167955427,0.04758645951997848,0.2681174650486925,0.06646035011635462,0.07343250523312726,0.4346888640868268,0.17554570769119404,0.14913148498825055,0.8741315847194734,2019-05-08 01:56:20,763.69,77.41000000000003,14.79,123.909739232,True,False,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--02-01-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.0181224292760114,0.04746441385780069,0.2681773939322117,0.06645373091149896,0.07336634359043509,0.4346783939014853,0.17544776082726854,0.14904408477434833,0.8740057530781443,2019-05-08 02:01:20,763.6,78.01,14.79,124.85544185600004,True,False,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--02-06-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.01804886870654317,0.04726876005935289,0.2680389706853361,0.06648524759238797,0.07325042610188362,0.4345060748198048,0.17535424000879482,0.14899454217864386,0.8739158164578972,2019-05-08 02:06:20,763.6,78.61,14.7,125.81574521600001,True,False,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--02-11-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.01809662896935832,0.0471628947330989,0.2680497545737707,0.06648204214031869,0.07316576465982841,0.4346107101019732,0.17561822034125887,0.14902834697159825,0.8739856996425487,2019-05-08 02:11:20,763.6,79.21000000000002,14.8,126.77604857600002,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--02-16-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018096812568249087,0.04696112890468376,0.2681702959815984,0.06646715103292034,0.07310283763758586,0.4345952606530797,0.1754577876987109,0.14901236990082076,0.8740005144586053,2019-05-08 02:16:20,763.6,79.62,14.8,127.43225587200001,True,True,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--02-21-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018114621660653668,0.04683273200545583,0.2681183770455656,0.06661560316201565,0.07302821695683576,0.434611423349326,0.17556385801858582,0.1490184590578672,0.8739103019778216,2019-05-08 02:21:20,763.5,80.21000000000002,14.8,128.35974216,True,False,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--02-26-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018049444054430697,0.04669016797804315,0.2680832375552749,0.06641880752038139,0.0729854638527455,0.43446377111599416,0.17565119885599875,0.14899840995725128,0.8737857668419398,2019-05-08 02:26:20,763.4,80.71000000000002,14.8,129.14297334399998,True,False,False
2,15,2019-05-07--15-56-14-PiE5FB-DO_sweep_15C_iteration3,2019-05-08--02-31-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,0.018032124063944152,0.046558168729664666,0.2679779034919832,0.06653961177930333,0.07289290234453635,0.43443878158140997,0.17576024994222944,0.14896740970697722,0.8739025103642678,2019-05-08 02:31:20,763.4,81.21,14.79,129.94301654400002,True,False,False
