timestamp,image,experiment,training,training_resampled,test,YSI DO (mg/L),YSI DO (%),YSI DO (mmHg),YSI barometer (mmHg),YSI temperature (C),setpoint temperature (C),DO patch r_msorm,DO patch g_msorm,DO patch b_msorm,reference patch r_msorm,reference patch g_msorm,reference patch b_msorm,reflectance standard r_msorm,reflectance standard g_msorm,reflectance standard b_msorm,water bath external temperature (C),water bath internal temperature (C),PicoLog temperature (C),PicoLog pressure (mmHg),setpoint O2 (fraction),setpoint O2 (mmHg)
2019-07-26 19:53:37,2019-07-26--19-53-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.79,97.32,155.540907,762.52,34.8,35.0,0.111341,0.291494,0.740148,0.366832,0.412338,0.831475,0.09953,0.430372,0.934315,23.05,35.0,34.706633,763.664285,0.2131,162.736859
2019-07-26 19:53:46,2019-07-26--19-53-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.79,97.4,155.672846,762.54,34.8,35.0,0.132178,0.343877,0.852007,0.436951,0.488244,0.92976,0.11798,0.511353,0.936568,23.05,35.0,34.708592,763.615124,0.2131,162.726383
2019-07-26 19:53:55,2019-07-26--19-53-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.79,97.3,155.525254,762.6,34.8,35.0,0.111248,0.291336,0.739763,0.366614,0.412173,0.830897,0.099513,0.43014,0.934328,23.07,35.0,34.70916,763.504912,0.2131,162.702897
2019-07-26 19:54:04,2019-07-26--19-53-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.79,97.38,155.653127,762.6,34.8,35.0,0.12902,0.336225,0.837202,0.426385,0.476667,0.921847,0.115368,0.50062,0.936562,23.08,35.0,34.710271,763.510001,0.2131,162.703981
2019-07-26 19:54:13,2019-07-26--19-54-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.79,97.4,155.685095,762.6,34.8,35.0,0.111174,0.291217,0.739553,0.366447,0.412033,0.830821,0.099445,0.430003,0.934274,23.07,35.0,34.714121,763.516302,0.2131,162.705324
2019-07-26 19:54:22,2019-07-26--19-54-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.78,97.3,155.525254,762.6,34.8,35.0,0.130581,0.340083,0.845045,0.432747,0.483644,0.927084,0.116553,0.50551,0.936565,23.09,35.0,34.718472,763.379504,0.2131,162.676172
2019-07-26 19:54:31,2019-07-26--19-54-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.79,97.36,155.60891,762.54,34.8,35.0,0.111168,0.291164,0.739425,0.366519,0.411887,0.83058,0.099387,0.429838,0.934257,23.084,35.0,34.721904,763.449662,0.2131,162.691123
2019-07-26 19:54:40,2019-07-26--19-54-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.79,97.3,155.50486,762.5,34.8,35.0,0.128304,0.334299,0.833489,0.425082,0.47537,0.920693,0.114435,0.496892,0.936555,23.084,35.0,34.7224,763.463822,0.2131,162.69414
2019-07-26 19:54:49,2019-07-26--19-54-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.782,97.3,155.508939,762.52,34.8,35.0,0.111072,0.290976,0.739043,0.366148,0.411715,0.830213,0.099333,0.429552,0.93427,23.088,35.0,34.72196,763.294791,0.2131,162.65812
2019-07-26 19:54:58,2019-07-26--19-54-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.78,97.3,155.525254,762.6,34.8,35.0,0.132717,0.345563,0.855362,0.439225,0.490677,0.93098,0.118479,0.513757,0.936569,23.08,35.0,34.721121,763.310044,0.2131,162.66137
2019-07-26 19:55:07,2019-07-26--19-55-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.782,97.3,155.525254,762.6,34.8,35.0,0.111155,0.291095,0.739294,0.366367,0.41191,0.83056,0.099384,0.429782,0.934261,23.08,35.0,34.721928,763.362008,0.2131,162.672444
2019-07-26 19:55:16,2019-07-26--19-55-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.78,97.3,155.525254,762.6,34.8,35.0,0.13106,0.341339,0.84728,0.43347,0.48453,0.927657,0.117043,0.507434,0.936567,23.074,34.994,34.724887,763.19982,0.2131,162.637882
2019-07-26 19:55:25,2019-07-26--19-55-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.786,97.3,155.525254,762.6,34.8,35.0,0.111071,0.290966,0.738952,0.366148,0.411663,0.830177,0.099315,0.429428,0.934275,23.07,35.0,34.729296,763.167135,0.2131,162.630916
2019-07-26 19:55:34,2019-07-26--19-55-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.786,97.3,155.525254,762.6,34.82,35.0,0.132661,0.345537,0.855295,0.439174,0.490725,0.931086,0.118508,0.513589,0.936569,23.072,35.0,34.72932,763.268354,0.2131,162.652486
2019-07-26 19:55:43,2019-07-26--19-55-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.78,97.3,155.525254,762.6,34.9,35.0,0.110933,0.290793,0.73869,0.366027,0.411616,0.829996,0.099283,0.429267,0.934231,23.07,35.0,34.72916,763.378225,0.2131,162.6759
2019-07-26 19:55:52,2019-07-26--19-55-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.131113,0.341614,0.847724,0.43391,0.484961,0.927923,0.117085,0.507752,0.936568,23.07,35.0,34.73016,763.19767,0.2131,162.637424
2019-07-26 19:56:01,2019-07-26--19-55-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.26,155.461318,762.6,34.9,35.0,0.110743,0.29036,0.737404,0.365395,0.41082,0.82861,0.099108,0.428545,0.934083,23.07,35.0,34.73016,763.097334,0.2131,162.616042
2019-07-26 19:56:10,2019-07-26--19-56-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.24,155.42935,762.6,34.9,35.0,0.132281,0.344574,0.853432,0.437821,0.489223,0.930331,0.118111,0.512024,0.936569,23.062,35.0,34.730407,763.070887,0.2131,162.610406
2019-07-26 19:56:19,2019-07-26--19-56-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110688,0.290314,0.737308,0.365113,0.410745,0.828477,0.099053,0.428251,0.934121,23.06,35.0,34.732728,762.978358,0.2131,162.590688
2019-07-26 19:56:28,2019-07-26--19-56-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.126683,0.3306,0.825732,0.418718,0.468657,0.91421,0.113203,0.491636,0.936546,23.06,35.0,34.734361,762.98384,0.2131,162.591856
2019-07-26 19:56:37,2019-07-26--19-56-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110711,0.290301,0.737363,0.365031,0.41056,0.828254,0.099043,0.428156,0.934097,23.052,35.0,34.734553,763.062386,0.2131,162.608594
2019-07-26 19:56:46,2019-07-26--19-56-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.130543,0.340473,0.845474,0.431978,0.482994,0.926505,0.116588,0.505822,0.936566,23.054,35.0,34.735425,763.131634,0.2131,162.623351
2019-07-26 19:56:55,2019-07-26--19-56-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110645,0.290186,0.736876,0.364881,0.410385,0.827895,0.098957,0.427933,0.934067,23.054,35.0,34.736983,763.115349,0.2131,162.619881
2019-07-26 19:57:04,2019-07-26--19-56-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.778,97.3,155.525254,762.6,34.9,35.0,0.13069,0.340792,0.846291,0.432697,0.483842,0.927192,0.11683,0.506681,0.936566,23.044,35.0,34.738872,763.133365,0.2131,162.62372
2019-07-26 19:57:13,2019-07-26--19-57-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110583,0.29011,0.736766,0.364859,0.410301,0.827704,0.098915,0.427853,0.934079,23.05,35.0,34.740881,763.111421,0.2131,162.619044
2019-07-26 19:57:22,2019-07-26--19-57-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.130826,0.34114,0.84697,0.4329,0.484062,0.927305,0.116806,0.506623,0.936566,23.052,35.002,34.744792,762.970453,0.2131,162.589004
2019-07-26 19:57:31,2019-07-26--19-57-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110389,0.289664,0.735833,0.364263,0.409804,0.826699,0.098738,0.427331,0.933998,23.046,35.0,34.750072,762.942463,0.2131,162.583039
2019-07-26 19:57:40,2019-07-26--19-57-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.24,155.42935,762.6,34.9,35.0,0.129626,0.338202,0.841162,0.429707,0.480492,0.924728,0.115874,0.502826,0.936564,23.056,35.0,34.750952,762.934084,0.2131,162.581253
2019-07-26 19:57:49,2019-07-26--19-57-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110503,0.289824,0.736199,0.364507,0.410021,0.827278,0.09885,0.427588,0.934082,23.05,35.0,34.751496,762.973083,0.2131,162.589564
2019-07-26 19:57:58,2019-07-26--19-57-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.131917,0.343966,0.852326,0.436825,0.488255,0.929795,0.117962,0.511186,0.936568,23.05,35.0,34.755081,762.890796,0.2131,162.572029
2019-07-26 19:58:07,2019-07-26--19-58-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110422,0.289718,0.73591,0.364352,0.409981,0.827066,0.098842,0.427405,0.933998,23.05,34.992,34.753055,762.896128,0.2131,162.573165
2019-07-26 19:58:16,2019-07-26--19-58-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.513018,762.54,34.9,35.0,0.131504,0.34285,0.850227,0.435652,0.487095,0.92905,0.117399,0.509326,0.936568,23.05,35.0,34.753136,762.954671,0.2131,162.58564
2019-07-26 19:58:25,2019-07-26--19-58-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110397,0.289695,0.735998,0.364407,0.409977,0.826972,0.098813,0.4273,0.93403,23.05,34.994,34.755032,763.058197,0.2131,162.607702
2019-07-26 19:58:34,2019-07-26--19-58-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.131482,0.34301,0.850503,0.436135,0.487631,0.92952,0.117544,0.50944,0.936568,23.052,35.0,34.754929,762.960379,0.2131,162.586857
2019-07-26 19:58:43,2019-07-26--19-58-38_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.2,155.365413,762.6,34.9,35.0,0.110335,0.289524,0.735709,0.364165,0.409674,0.826627,0.09875,0.4271,0.934026,23.06,35.0,34.755441,762.769844,0.2131,162.546254
2019-07-26 19:58:52,2019-07-26--19-58-47_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.22,155.397381,762.6,34.9,35.0,0.131319,0.342528,0.849656,0.435478,0.486803,0.929066,0.117246,0.508571,0.936568,23.048,35.0,34.760232,762.694553,0.2131,162.530209
2019-07-26 19:59:01,2019-07-26--19-58-56_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.26,155.461318,762.6,34.9,35.0,0.110874,0.290963,0.738888,0.366199,0.411742,0.830366,0.099249,0.429134,0.934268,23.056,35.0,34.764136,762.693202,0.2131,162.529921
2019-07-26 19:59:10,2019-07-26--19-59-05_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.128801,0.336214,0.837242,0.426597,0.477271,0.922189,0.115016,0.499255,0.936558,23.05,35.004,34.764096,762.896139,0.2131,162.573167
2019-07-26 19:59:19,2019-07-26--19-59-14_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110225,0.289401,0.735211,0.3641,0.409601,0.82649,0.098718,0.426907,0.933933,23.062,35.0,34.764344,763.054209,0.2131,162.606852
2019-07-26 19:59:28,2019-07-26--19-59-23_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.130349,0.340097,0.844991,0.432066,0.483132,0.926705,0.116453,0.505299,0.936566,23.06,35.0,34.76804,763.061304,0.2131,162.608364
2019-07-26 19:59:37,2019-07-26--19-59-32_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110136,0.289241,0.735025,0.363964,0.409399,0.826269,0.098689,0.426664,0.934008,23.08,35.008,34.769712,762.974015,0.2131,162.589763
2019-07-26 19:59:46,2019-07-26--19-59-41_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.130082,0.339411,0.843539,0.430977,0.481959,0.925935,0.116272,0.504261,0.936566,23.08,35.0,34.768673,762.942686,0.2131,162.583086
2019-07-26 19:59:55,2019-07-26--19-59-50_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110138,0.289306,0.735074,0.364112,0.409645,0.826518,0.098687,0.426887,0.933963,23.094,35.0,34.767472,762.938362,0.2131,162.582165
2019-07-26 20:00:04,2019-07-26--19-59-59_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.130035,0.339434,0.843588,0.431069,0.48213,0.925904,0.116233,0.504173,0.936566,23.1,35.0,34.768441,762.837589,0.2131,162.56069
2019-07-26 20:00:13,2019-07-26--20-00-08_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110084,0.289058,0.734569,0.363784,0.409206,0.825732,0.098631,0.426489,0.933897,23.1,35.0,34.7712,762.76967,0.2131,162.546217
2019-07-26 20:00:22,2019-07-26--20-00-17_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.129572,0.338226,0.841188,0.429155,0.480062,0.924452,0.115822,0.50256,0.936563,23.102,35.0,34.772655,762.796011,0.2131,162.55183
2019-07-26 20:00:31,2019-07-26--20-00-26_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.24,155.42935,762.6,34.9,35.0,0.11007,0.288962,0.734362,0.363645,0.409147,0.825646,0.098591,0.426308,0.933881,23.114,35.0,34.775249,762.732884,0.2131,162.538378
2019-07-26 20:00:40,2019-07-26--20-00-35_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.2,155.365413,762.6,34.9,35.0,0.126926,0.331638,0.828095,0.419932,0.469877,0.915567,0.113801,0.494109,0.936555,23.104,35.0,34.777408,762.56705,0.2131,162.503038
2019-07-26 20:00:49,2019-07-26--20-00-44_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.112727,0.295697,0.750287,0.372672,0.418906,0.842819,0.100927,0.43634,0.935034,23.118,35.0,34.777784,762.612126,0.2131,162.512644
2019-07-26 20:00:58,2019-07-26--20-00-53_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.11103,0.291452,0.740421,0.367052,0.412752,0.832078,0.09947,0.430108,0.934455,23.12,35.0,34.779399,762.754082,0.2131,162.542895
2019-07-26 20:01:07,2019-07-26--20-01-02_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.28,155.493286,762.6,34.9,35.0,0.110507,0.290087,0.737328,0.365337,0.410847,0.828913,0.099004,0.428085,0.93424,23.11,35.0,34.780831,762.760154,0.2131,162.544189
2019-07-26 20:01:16,2019-07-26--20-01-11_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,True,False,6.77,97.3,155.525254,762.6,34.9,35.0,0.110884,0.291122,0.739658,0.366838,0.412406,0.831671,0.099338,0.429632,0.934428,23.12,35.0,34.779535,762.905986,0.2131,162.575266
2019-07-26 20:01:25,2019-07-26--20-01-20_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.26,155.461318,762.6,34.9,35.0,0.109918,0.288657,0.734085,0.363511,0.408865,0.825519,0.098494,0.425884,0.933903,23.106,35.004,34.777256,762.958134,0.2131,162.586378
2019-07-26 20:01:34,2019-07-26--20-01-29_capture_params_ss_800000_ISO_100_led_on_True_led_warm_up_0_led_cool_down_0_.jpeg,2019-07-26--19-34-38-Pi2E32-3000_images_attempt_1,True,False,False,6.77,97.2,155.365413,762.6,34.9,35.0,0.130418,0.340509,0.845911,0.432847,0.483923,0.927359,0.116685,0.505973,0.936567,23.1,35.0,34.780039,762.747341,0.2131,162.541458
